402.0,1.0,0.109,0.32,109.0,0.302528
403.0,1.0,0.103,0.325,103.0,0.289232
404.0,1.0,0.108,0.334,108.0,0.299261
405.0,1.0,0.105,0.328,105.0,0.308762
406.0,1.0,0.121,0.352,121.0,0.323539
407.0,1.0,0.143,0.367,143.0,0.337259
408.0,1.0,0.146,0.348,146.0,0.335644
409.0,1.0,0.157,0.362,157.0,0.3621
410.0,0.990275,0.164,0.373,163.0,0.405574
411.0,1.0,0.165,0.362,165.0,0.375283
412.0,1.0,0.168,0.38,168.0,0.401568
413.0,1.0,0.188,0.403,188.0,0.443715
414.0,1.0,0.211,0.418,211.0,0.393338
415.0,1.0,0.231,0.425,231.0,0.480593
416.0,1.0,0.263,0.432,263.0,0.491829
417.0,1.0,0.3,0.451,300.0,0.465111
418.0,1.0,0.339,0.492,339.0,0.497865
419.0,1.0,0.368,0.512,368.0,0.56625
420.0,1.0,0.379,0.519,379.0,0.513657
421.0,0.994318,0.392,0.551,391.0,0.530285
422.0,0.99456,0.414,0.556,413.0,0.574562
423.0,0.989283,0.434,0.57,432.0,0.505401
424.0,0.989538,0.472,0.595,470.0,0.541234
425.0,0.984785,0.503,0.608,500.0,0.536717
426.0,0.980168,0.528,0.618,524.0,0.458074
427.0,0.984581,0.545,0.643,542.0,0.531115
428.0,0.973533,0.546,0.654,541.0,0.487418
429.0,1.0,0.57,0.69,570.0,0.518891
430.0,1.0,0.609,0.708,609.0,0.523328
431.0,1.0,0.668,0.763,668.0,0.541852
432.0,1.0,0.719,0.807,719.0,0.47353
433.0,1.0,0.725,0.817,725.0,0.427438
434.0,1.0,0.775,0.843,775.0,0.439416
435.0,1.0,0.812,0.869,812.0,0.411054
436.0,1.0,0.836,0.891,836.0,0.384552
437.0,1.0,0.848,0.886,848.0,0.316104
438.0,1.0,0.866,0.902,866.0,0.316505
439.0,1.0,0.875,0.9,875.0,0.303436
440.0,1.0,0.904,0.921,904.0,0.233705
441.0,1.0,0.915,0.931,915.0,0.200159
442.0,1.0,0.932,0.945,932.0,0.175732
443.0,1.0,0.949,0.959,949.0,0.129193
444.0,1.0,0.952,0.961,952.0,0.140565
445.0,1.0,0.967,0.971,967.0,0.103704
446.0,1.0,0.975,0.976,975.0,0.0728857
447.0,1.0,0.982,0.983,982.0,0.0522169
448.0,1.0,0.985,0.985,985.0,0.0409212
449.0,1.0,0.984,0.984,984.0,0.0363465
450.0,1.0,0.983,0.983,983.0,0.0416139
451.0,1.0,0.976,0.976,976.0,0.0755716
452.0,1.0,0.982,0.982,982.0,0.062181
453.0,1.0,0.973,0.973,973.0,0.0426262
454.0,1.0,0.972,0.972,972.0,0.047069
455.0,1.0,0.969,0.969,969.0,0.038424
456.0,1.0,0.972,0.972,972.0,0.0436869
457.0,1.0,0.982,0.982,982.0,0.0345994
458.0,1.0,0.98,0.98,980.0,0.0259733
459.0,1.0,0.979,0.979,979.0,0.0367796
460.0,1.0,0.978,0.978,978.0,0.0230816
461.0,1.0,0.972,0.972,972.0,0.0245856
462.0,1.0,0.976,0.976,976.0,0.025762
463.0,1.0,0.986,0.986,986.0,0.0236897
464.0,1.0,0.988,0.988,988.0,0.0255789
465.0,1.0,0.991,0.991,991.0,0.029976
466.0,1.0,0.993,0.993,993.0,0.0317361
467.0,1.0,0.994,0.994,994.0,0.0294326
468.0,1.0,0.994,0.994,994.0,0.0311818
469.0,1.0,0.999,0.999,999.0,0.0374056
470.0,NAN,1.0,1.0,1000.0,0.0387909
471.0,NAN,1.0,1.0,1000.0,0.0368254
472.0,NAN,1.0,1.0,1000.0,0.0353389
473.0,NAN,1.0,1.0,1000.0,0.0444365
474.0,NAN,1.0,1.0,1000.0,0.0478952
475.0,NAN,1.0,1.0,1000.0,0.0410063
476.0,NAN,1.0,1.0,1000.0,0.053419
477.0,NAN,1.0,1.0,1000.0,0.0586906
478.0,NAN,1.0,1.0,1000.0,0.0583936
479.0,NAN,1.0,1.0,1000.0,0.0532806
480.0,NAN,1.0,1.0,1000.0,0.0618415
481.0,NAN,1.0,1.0,1000.0,0.0651136
482.0,NAN,1.0,1.0,1000.0,0.070978
483.0,NAN,1.0,1.0,1000.0,0.0704025
484.0,NAN,1.0,1.0,1000.0,0.0819622
485.0,NAN,1.0,1.0,1000.0,0.081101
486.0,NAN,1.0,1.0,1000.0,0.0832353
487.0,NAN,1.0,1.0,1000.0,0.105198
488.0,NAN,1.0,1.0,1000.0,0.115496
489.0,NAN,1.0,1.0,1000.0,0.117509
490.0,NAN,1.0,1.0,1000.0,0.117343
491.0,NAN,1.0,1.0,1000.0,0.12964
492.0,NAN,1.0,1.0,1000.0,0.135343
493.0,NAN,1.0,1.0,1000.0,0.122375
494.0,NAN,1.0,1.0,1000.0,0.12004
495.0,NAN,1.0,1.0,1000.0,0.120372
496.0,NAN,1.0,1.0,1000.0,0.113439
497.0,NAN,1.0,1.0,1000.0,0.0966723
498.0,NAN,1.0,1.0,1000.0,0.098101
499.0,NAN,1.0,1.0,1000.0,0.131705
500.0,NAN,1.0,1.0,1000.0,0.119395
501.0,NAN,1.0,1.0,1000.0,0.115737
502.0,NAN,1.0,1.0,1000.0,0.142651
503.0,NAN,1.0,1.0,1000.0,0.138027
504.0,NAN,1.0,1.0,1000.0,0.149355
505.0,NAN,1.0,1.0,1000.0,0.165593
506.0,NAN,1.0,1.0,1000.0,0.18032
507.0,NAN,1.0,1.0,1000.0,0.156297
508.0,NAN,1.0,1.0,1000.0,0.158583
509.0,NAN,1.0,1.0,1000.0,0.164953
510.0,NAN,1.0,1.0,1000.0,0.204715
511.0,NAN,1.0,1.0,1000.0,0.196975
512.0,NAN,1.0,1.0,1000.0,0.182484
513.0,NAN,1.0,1.0,1000.0,0.210806
514.0,NAN,1.0,1.0,1000.0,0.229807
515.0,NAN,1.0,1.0,1000.0,0.244617
516.0,NAN,1.0,1.0,1000.0,0.248936
517.0,NAN,1.0,1.0,1000.0,0.221691
518.0,NAN,1.0,1.0,1000.0,0.1956
519.0,NAN,1.0,1.0,1000.0,0.270191
520.0,NAN,1.0,1.0,1000.0,0.265833
521.0,NAN,1.0,1.0,1000.0,0.262407
522.0,NAN,1.0,1.0,1000.0,0.262463
523.0,NAN,1.0,1.0,1000.0,0.245102
524.0,NAN,1.0,1.0,1000.0,0.269322
525.0,NAN,1.0,1.0,1000.0,0.256074
526.0,NAN,1.0,1.0,1000.0,0.259912
527.0,NAN,1.0,1.0,1000.0,0.281388
528.0,NAN,1.0,1.0,1000.0,0.267548
529.0,NAN,1.0,1.0,1000.0,0.244343
530.0,NAN,1.0,1.0,1000.0,0.279502
531.0,NAN,1.0,1.0,1000.0,0.298069
532.0,NAN,1.0,1.0,1000.0,0.274014
533.0,NAN,1.0,1.0,1000.0,0.269548
534.0,NAN,1.0,1.0,1000.0,0.269655
535.0,NAN,1.0,1.0,1000.0,0.271869
536.0,NAN,1.0,1.0,1000.0,0.283649
537.0,NAN,1.0,1.0,1000.0,0.272265
538.0,NAN,1.0,1.0,1000.0,0.261658
539.0,NAN,1.0,1.0,1000.0,0.265151
540.0,NAN,1.0,1.0,1000.0,0.237306
541.0,NAN,1.0,1.0,1000.0,0.256154
542.0,NAN,1.0,1.0,1000.0,0.214233
543.0,NAN,1.0,1.0,1000.0,0.20678
544.0,NAN,1.0,1.0,1000.0,0.249476
545.0,NAN,1.0,1.0,1000.0,0.218167
546.0,NAN,1.0,1.0,1000.0,0.214101
547.0,NAN,1.0,1.0,1000.0,0.224848
548.0,NAN,1.0,1.0,1000.0,0.198872
549.0,NAN,1.0,1.0,1000.0,0.213561
550.0,NAN,1.0,1.0,1000.0,0.213746
551.0,NAN,1.0,1.0,1000.0,0.236109
552.0,NAN,1.0,1.0,1000.0,0.218702
553.0,NAN,1.0,1.0,1000.0,0.219222
554.0,NAN,1.0,1.0,1000.0,0.195228
555.0,NAN,1.0,1.0,1000.0,0.227633
556.0,NAN,1.0,1.0,1000.0,0.222503
557.0,NAN,1.0,1.0,1000.0,0.205823
558.0,NAN,1.0,1.0,1000.0,0.227832
559.0,NAN,1.0,1.0,1000.0,0.220653
560.0,NAN,1.0,1.0,1000.0,0.227926
561.0,NAN,1.0,1.0,1000.0,0.239754
562.0,NAN,1.0,1.0,1000.0,0.226512
563.0,NAN,1.0,1.0,1000.0,0.23435
564.0,NAN,1.0,1.0,1000.0,0.245904
565.0,NAN,1.0,1.0,1000.0,0.260408
566.0,NAN,1.0,1.0,1000.0,0.281368
567.0,NAN,1.0,1.0,1000.0,0.243614
568.0,NAN,1.0,1.0,1000.0,0.23697
569.0,NAN,1.0,1.0,1000.0,0.267103
570.0,NAN,1.0,1.0,1000.0,0.251344
571.0,NAN,1.0,1.0,1000.0,0.272738
572.0,NAN,1.0,1.0,1000.0,0.278947
573.0,NAN,1.0,1.0,1000.0,0.308435
574.0,NAN,1.0,1.0,1000.0,0.23955
575.0,NAN,1.0,1.0,1000.0,0.246869
576.0,NAN,1.0,1.0,1000.0,0.253545
577.0,NAN,1.0,1.0,1000.0,0.263723
578.0,NAN,1.0,1.0,1000.0,0.242754
579.0,NAN,1.0,1.0,1000.0,0.276555
580.0,NAN,1.0,1.0,1000.0,0.292529
581.0,NAN,1.0,1.0,1000.0,0.265677
582.0,NAN,1.0,1.0,1000.0,0.271168
583.0,NAN,1.0,1.0,1000.0,0.301425
584.0,NAN,1.0,1.0,1000.0,0.29687
585.0,NAN,1.0,1.0,1000.0,0.265498
586.0,NAN,1.0,1.0,1000.0,0.220201
587.0,NAN,1.0,1.0,1000.0,0.25255
588.0,NAN,1.0,1.0,1000.0,0.24347
589.0,NAN,1.0,1.0,1000.0,0.247146
590.0,NAN,1.0,1.0,1000.0,0.220916
591.0,NAN,1.0,1.0,1000.0,0.234914
592.0,NAN,1.0,1.0,1000.0,0.233793
593.0,NAN,1.0,1.0,1000.0,0.245183
594.0,NAN,1.0,1.0,1000.0,0.256726
595.0,NAN,1.0,1.0,1000.0,0.223847
596.0,NAN,1.0,1.0,1000.0,0.226679
597.0,NAN,1.0,1.0,1000.0,0.26109
598.0,NAN,1.0,1.0,1000.0,0.21797
599.0,NAN,1.0,1.0,1000.0,0.258871
600.0,NAN,1.0,1.0,1000.0,0.251467
601.0,NAN,1.0,1.0,1000.0,0.267633
602.0,NAN,1.0,1.0,1000.0,0.233347
603.0,NAN,1.0,1.0,1000.0,0.262882
604.0,NAN,1.0,1.0,1000.0,0.24224
