221.0,-1.0,0.194,0.132,0.0,0.32202
222.0,-1.0,0.185,0.128,0.0,0.322158
223.0,-1.0,0.185,0.123,0.0,0.305648
224.0,-1.0,0.173,0.137,0.0,0.421672
225.0,-1.0,0.162,0.144,0.0,0.335899
226.0,-1.0,0.175,0.147,0.0,0.332793
227.0,-1.0,0.19,0.154,0.0,0.374388
228.0,-1.0,0.203,0.154,0.0,0.362567
229.0,-1.0,0.205,0.187,0.0,0.428724
230.0,-1.0,0.206,0.208,0.0,0.409773
231.0,-1.0,0.219,0.216,0.0,0.431912
232.0,-1.0,0.196,0.214,0.0,0.422699
233.0,-1.0,0.187,0.229,0.0,0.447995
234.0,-1.0,0.197,0.248,0.0,0.432661
235.0,-1.0,0.206,0.253,0.0,0.488606
236.0,-1.0,0.2,0.278,0.0,0.468119
237.0,-1.0,0.216,0.299,0.0,0.461854
238.0,-1.0,0.216,0.318,0.0,0.467639
239.0,-1.0,0.231,0.311,0.0,0.452173
240.0,-0.98772,0.232,0.351,1.0,0.457415
241.0,-0.988413,0.223,0.387,1.0,0.481444
242.0,-0.988358,0.209,0.411,1.0,0.530995
243.0,-0.978535,0.203,0.459,2.0,0.467259
244.0,-0.979835,0.202,0.491,2.0,0.468569
245.0,-0.941857,0.189,0.546,6.0,0.479977
246.0,-0.917927,0.163,0.598,8.0,0.508796
247.0,-0.903824,0.164,0.634,10.0,0.528998
248.0,-0.876908,0.156,0.677,13.0,0.481703
249.0,-0.864233,0.163,0.723,16.0,0.473954
250.0,-0.808918,0.139,0.753,20.0,0.50283
251.0,-0.805875,0.125,0.783,19.0,0.465566
252.0,-0.827998,0.13,0.805,18.0,0.435104
253.0,-0.774835,0.115,0.811,21.0,0.485313
254.0,-0.720913,0.116,0.834,27.0,0.416425
255.0,-0.664655,0.105,0.852,30.0,0.471349
256.0,-0.542385,0.112,0.878,45.0,0.404467
257.0,-0.491364,0.108,0.892,49.0,0.441708
258.0,-0.492608,0.106,0.903,53.0,0.502521
259.0,-0.474622,0.103,0.913,57.0,0.467106
260.0,-0.416588,0.094,0.93,61.0,0.446152
261.0,-0.478558,0.078,0.948,51.0,0.445359
262.0,-0.519231,0.09,0.952,63.0,0.475561
263.0,-0.470899,0.082,0.965,64.0,0.513885
264.0,-0.502653,0.072,0.974,58.0,0.458388
265.0,-0.383572,0.073,0.986,67.0,0.373576
266.0,-0.285459,0.067,0.988,63.0,0.46063
267.0,-0.691453,0.074,0.993,69.0,0.410428
268.0,-1.0,0.072,0.994,66.0,0.366008
269.0,-1.0,0.068,0.997,65.0,0.356995
270.0,NAN,0.069,1.0,69.0,0.33502
271.0,NAN,0.082,1.0,82.0,0.319023
272.0,NAN,0.082,1.0,82.0,0.311647
273.0,NAN,0.074,1.0,74.0,0.303382
274.0,NAN,0.078,1.0,78.0,0.269201
275.0,NAN,0.08,1.0,80.0,0.260581
276.0,NAN,0.084,1.0,84.0,0.254473
277.0,NAN,0.086,1.0,86.0,0.241159
278.0,NAN,0.076,1.0,76.0,0.24483
279.0,NAN,0.073,1.0,73.0,0.247348
280.0,NAN,0.062,1.0,62.0,0.232907
281.0,NAN,0.063,1.0,63.0,0.235598
282.0,NAN,0.068,1.0,68.0,0.231204
283.0,NAN,0.075,1.0,75.0,0.230555
